,index,flooded-other,guessDepth,AuthorEmail,structure_damage,float_number,geo_locality,beach_damage,photo_time,marinas_comments,structures_comments,AuthorName,weather_calc_24hr_precip,buildings_street,geo_neighborhood,TideDataObserved,storm_damage,whatFlooded,weather_windBearing,post_comment,buildings_damage,cause-other,URL,geo_administrative_area_level_1,weather_windSpeed,road_damage,road_other,MyCoastAI-description,report_icon,from_device,response_other,anonymous,road_comments,ID #,images,location_latitude,buildings_comments,guessCause,geo_route,report_created,reportType,hazmat_damage damage-cat,alternate-location-name,boat_number,weather_temperature,photo_date,location_longitude,TideDataPredicted,beach_comments,marinas_damage,geo_administrative_area_level_2,hazmat_comments,brightness
1272,72,,,,,,,,21:11,,,,0.0,,Old Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/135697,NY,16.6,,,,highwater.svg,Can reports - Airtable,,,,135697,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02150422/8bb30260b6ba8a4bf10ba08ce5f4d12cbc79a37d.jpg,40.6535512,,,Davenport Ct,2023-11-02T19:04:21Z,Flood Watch,,,,58.3,2019-10-11,-73.8291616,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,42.28
1273,73,,,,,,,,21:06,,,,0.0,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/139793,NY,16.7,,,,highwater.svg,Can reports - Airtable,,,,139793,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03115611/3a14597755b5a8473058cc600b456692e45693e9.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03115610/1fe88605cb192230a10716884a0fc5f5af08385e.jpg,40.6065805,,,Lanark Rd,2023-11-03T15:56:09Z,Flood Watch,,,,58.2,2019-10-11,-73.8164437,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,90.93
1274,74,,,,,,,,20:57,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/136127,NY,16.5,,,,highwater.svg,Can reports - Airtable,,,,136127,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02171024/b4ceec3a640bd6c9817498c9ebe3bef289fab84a.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02171023/e55e8742d9ee107df25c68298e65ae542fae08c6.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02171021/2fd6e5856e2f2c2310550c06102deb25cf1e5c26.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02171020/33de14cc3ff2360dc6716f9a7c753fcf2a5556d2.jpg,40.6532531,,,99th St,2023-11-02T21:10:19Z,Flood Watch,,,,58.3,2019-10-11,-73.832239,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,72.37
1275,75,,,,,,,,19:50,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,22.0,,,,https://mycoast.org/reports/134651,NY,15.4,,,,highwater.svg,Can reports - Airtable,,,,134651,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02092449/c8e396487cdaa4cc63ba24f6537e442243ea8a6e.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02092447/73e69e993603a65c3aeec9a6c18e080b62bc8d28.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02092446/7dbff70dfa5b0fc56ba76ee9fd87bd7c231b72b4.jpg,40.6031587,,,W 14th Rd,2023-11-02T13:24:45Z,Flood Watch,,,,59.4,2019-10-11,-73.8214331,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,57.33
1276,76,,,,,,,,19:50,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,22.0,,,,https://mycoast.org/reports/134787,NY,15.4,,,,highwater.svg,Can reports - Airtable,,,,134787,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02100759/7d4c77d8abfeef9acdda13bdeb4d430fd7a534ff.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02100758/96f4af08b7a571ba5c3d6ee2ae2bcda0516df513.jpg,40.6059962,,,West 10th Road,2023-11-02T14:07:57Z,Flood Watch,,,,59.4,2019-10-11,-73.8215725,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,59.95
1277,77,,,,,,,,19:50,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,23.0,,,,https://mycoast.org/reports/139776,NY,15.2,,,,highwater.svg,Can reports - Airtable,,,,139776,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03115022/092fcc7bbfe6a54894419061dbef9e5c569e80a7.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03115020/caa8f6d310918f31b97a9616903a0033fbe134de.jpg,40.6560879,,,98th St,2023-11-03T15:50:20Z,Flood Watch,,,,59.5,2019-10-11,-73.8345206,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,55.75
1278,78,,,,,,,,19:05,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,22.0,,,,https://mycoast.org/reports/135912,NY,16.2,,,,highwater.svg,Can reports - Airtable,,,,135912,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02160717/c89ab642bdd512c6185ce0f76d0a886d6f57db9e.jpg,40.6031258,,,W 14th Rd,2023-11-02T20:07:16Z,Flood Watch,,,,60.6,2019-10-11,-73.8210779,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,49.03
1279,79,,,,,,,,16:00,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/136303,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,136303,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02180730/903948893f19b3170d9d5cbd2516cfcd28c39758.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02180729/de5b28f938a4db52e7c8ba8e5eceb9c89a7d8ef3.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02180728/0916fce23908bd311c82e3552b438a9f76429905.jpg,40.651424,,Overland flooding (Nearby waterbody),164th Rd,2023-11-02T22:07:27Z,Flood Watch,,,,64.2,2019-10-11,-73.8300655,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,119.9
1280,80,,,,,,,,16:00,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/136648,NY,21.3,,,,highwater.svg,Can reports - Survey123,,,,136648,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02195230/455b4035b99eb88db7fc40566e447a7810c03477.jpg,40.5963518,,Overland flooding (Nearby waterbody),35 St,2023-11-02T23:52:29Z,Flood Watch,,,,64.2,2019-10-11,-73.7677406,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,105.55
1281,81,,,,,,,,16:00,,,,0.0,,Old Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/136735,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,136735,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02202030/b3c3502382a1084dba1f03fe4a036359852713e3.jpg,40.6535512,,Overland flooding (Nearby waterbody),Davenport Ct,2023-11-03T00:20:29Z,Flood Watch,,,,64.2,2019-10-11,-73.8291616,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,42.28
1282,82,,,,,,,,16:00,,,,0.0,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/136738,NY,21.0,,,,highwater.svg,Can reports - Survey123,,,,136738,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02202143/5d42b2939a0c82aa936e75ba62f87ab597c310d5.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02202141/5ac23fa1f9827091bd71583a9b6ca1fd1cc8bee1.jpg,40.6093413,,Overland flooding (Nearby waterbody),E 6th Rd,2023-11-03T00:21:39Z,Flood Watch,,,,64.2,2019-10-11,-73.8183066,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,98.34
1283,83,,,,,,,,16:00,,,,0.0,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/136804,NY,21.0,,,,highwater.svg,Can reports - Survey123,,,,136804,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02204349/95692ccdd1ff14ee7a487accbe203acce88b6905.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02204347/7af4f23d22e6388974724f8b1380bc9ce34cd508.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02204346/a9edcf5bd2b9eed84caa1a9bdb2c4aa98691d883.jpg,40.6092339,,Overland flooding (Nearby waterbody),E 6th Rd,2023-11-03T00:43:46Z,Flood Watch,,,,64.2,2019-10-11,-73.8179902,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,136.65
1284,84,,,,,,,,16:00,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/137166,NY,20.7,,,,highwater.svg,Can reports - Survey123,,,,137166,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02224030/454143ddbaa752e14ab0aad1402fee41dd8bec56.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02224029/29366b112db8133932ca4441ae502db87577b1c5.jpg,40.6560879,,Overland flooding (Nearby waterbody),98th St,2023-11-03T02:40:28Z,Flood Watch,,,,64.2,2019-10-11,-73.8345206,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,55.75
1285,85,,,,,,,,16:00,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/137183,NY,21.3,,,,highwater.svg,Can reports - Survey123,,,,137183,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02224511/ba79b339d7b056fb644dc2f89a4b533b396f3650.jpg,40.5962928,,Overland flooding (Nearby waterbody),Beach 36th St,2023-11-03T02:45:10Z,Flood Watch,,,,64.2,2019-10-11,-73.7687446,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,122.6
1286,86,,,,,,,,16:00,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/137280,NY,20.8,,,,highwater.svg,Can reports - Survey123,,,,137280,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02231421/31094d0d2a7f36e7e4cf484a8e4f9a8dd868dc1e.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02231420/c8db5e00106dcc5c422daffdb88efd5cc223ee1e.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02231418/c4f586c504056608c6dbcaf3e2816d04a498051e.jpg,40.6532531,,Overland flooding (Nearby waterbody),99th St,2023-11-03T03:14:17Z,Flood Watch,,,,64.2,2019-10-11,-73.832239,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,70.52
1287,87,,,,,,,,16:00,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/137364,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,137364,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02233957/9141b1cf35a3de858da29dba008f7819156b24cc.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02233956/5fc825e3efe9947eaf5cde986da2bb7cc2a06214.jpg,40.6519117,,Overland flooding (Nearby waterbody),164th Ave,2023-11-03T03:39:55Z,Flood Watch,,,,64.2,2019-10-11,-73.8300447,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,114.11
1288,88,,,,,,,,16:00,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/137594,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,137594,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03004957/ebd0102f1b53e294b130f8e7594ca3e1e54ca0ff.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03004955/8d6a3d7a4a54cedab37095ef684cbaf9395af0b6.jpg,40.6562657,,Overland flooding (Nearby waterbody),Russell St,2023-11-03T04:49:54Z,Flood Watch,,,,64.2,2019-10-11,-73.8289975,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,115.01
1289,89,,,,,,,,16:00,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/138383,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,138383,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03044317/a8d4a7f64b8627ae36210c9947c87d4c01d471bc.jpg,40.6031885,,Overland flooding (Nearby waterbody),W 14th Rd,2023-11-03T08:43:16Z,Flood Watch,,,,64.2,2019-10-11,-73.8217664,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,98.41
1290,90,,,,,,,,16:00,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/138423,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,138423,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03045500/270446bcddfa8e6de94fe5481f64bf43b8ec61e8.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03045458/30c9f64927b4aaab173138d39b2981e175b99bec.jpg,40.6059962,,Overland flooding (Nearby waterbody),West 10th Road,2023-11-03T08:54:58Z,Flood Watch,,,,64.2,2019-10-11,-73.8215725,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,59.95
1291,91,,,,,,,,16:00,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/138554,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,138554,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03053331/175843179e21c09f69ea98617949280b9ac8e4a3.jpg,40.6031258,,Overland flooding (Nearby waterbody),W 14th Rd,2023-11-03T09:33:30Z,Flood Watch,,,,64.2,2019-10-11,-73.8210779,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,49.03
1292,92,,,,,,,,16:00,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/138880,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,138880,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03071346/601fb864c8881c3cf4c64d6f1371ec876193dd6e.jpg,40.6519117,,Overland flooding (Nearby waterbody),164th Ave,2023-11-03T11:13:46Z,Flood Watch,,,,64.2,2019-10-11,-73.8300447,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,103.69
1293,93,,,,,,,,16:00,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/139167,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,139167,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03084011/3b8fc6709237e239d04131378cdc09b69d060412.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03084009/2c7a0b30bb33e297001b07d8cddc29c0864ea4d1.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03084008/fff9f51e73d19ba0947a75822cad3bdb8f025641.jpg,40.6031587,,Overland flooding (Nearby waterbody),W 14th Rd,2023-11-03T12:40:07Z,Flood Watch,,,,64.2,2019-10-11,-73.8214331,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,57.35
1294,94,,,,,,,,16:00,,,,0.0,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/139240,NY,21.0,,,,highwater.svg,Can reports - Survey123,,,,139240,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03090328/da48b26f77a521776197b96027db6ba59b986e72.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03090326/f2c71dd104f781e5d37b64b785e779b863c9d55f.jpg,40.6065805,,Overland flooding (Nearby waterbody),Lanark Rd,2023-11-03T13:03:26Z,Flood Watch,,,,64.2,2019-10-11,-73.8164437,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,90.94
1295,95,,,,,,,,16:00,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/139514,NY,21.0,,,,highwater.svg,Can reports - Survey123,,,,139514,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03102729/134981c97886a73cf936f2c95d611e3e2a6b30ee.jpg,40.6520113,,Overland flooding (Nearby waterbody),164th Ave,2023-11-03T14:27:28Z,Flood Watch,,,,64.2,2019-10-11,-73.8293492,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,96.53
1296,96,,,,,,,,16:00,,,,0.0,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/139534,NY,20.9,,,,highwater.svg,Can reports - Survey123,,,,139534,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03103319/edc930bc13539bab6daa2d5edf11fc17b4cedf47.jpg,40.65383,,Overland flooding (Nearby waterbody),1st St,2023-11-03T14:33:18Z,Flood Watch,,,,64.2,2019-10-11,-73.8307421,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,113.58
1297,97,,,,,,,,16:00,,,,0.0,,Old Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/139575,NY,20.8,,,,highwater.svg,Can reports - Survey123,,,,139575,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03104718/e289ae451ea9d438f1a16c0ad1b0c9c62af8b2e4.jpg,40.6586341,,Overland flooding (Nearby waterbody),,2023-11-03T14:47:17Z,Flood Watch,,,,64.2,2019-10-11,-73.8310789,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,117.24
1298,98,,,,,,,,16:00,,,,0.0,,Arverne,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,21.0,,,,https://mycoast.org/reports/139759,NY,21.1,,,,highwater.svg,Can reports - Survey123,,,,139759,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03114434/afc3382ec8ea86268459124c655d6169dd501916.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03114432/8894930bdabf9420cb5564943f2b2ba8def20ae0.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03114431/bd32fc3ee144a6ebb3ae805d3d1e688ee561849a.jpg,40.5918775,,Overland flooding (Nearby waterbody),Beach 61st St,2023-11-03T15:44:29Z,Flood Watch,,,,64.2,2019-10-11,-73.7903541,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,125.22
1299,99,,,,,,,,08:51,,,,0.0,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,19.0,,,,https://mycoast.org/reports/135447,NY,22.1,,,,highwater.svg,Can reports - Airtable,,,,135447,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02135046/bc31877b8e963e407d0a99c96253ea3201039a4d.jpg,40.65383,,,1st St,2023-11-02T17:50:45Z,Flood Watch,,,,57.7,2019-10-11,-73.8307421,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,113.58
1300,100,,,,,,,,08:16,,,,0.0,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/139026,NY,16.6,,,,highwater.svg,Can reports - Airtable,,,,139026,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03075439/de1a70e3552ab4514f7b774937fcd42b41ae3b74.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03075437/b4e581a0e1ab7f8e358a379dc4cc121ebef6a601.jpg,40.6093413,,,E 6th Rd,2023-11-03T11:54:37Z,Flood Watch,,,,55.2,2019-10-11,-73.8183066,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,98.33
1301,101,,,,,,,,08:10,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/136024,NY,16.5,,,,highwater.svg,Can reports - Airtable,,,,136024,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02163740/2b871a7950d815df2d7d4c3b1301da40ff2103ab.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02163739/4394e71dad1d9d82149182950185496f70988e90.jpg,40.6519117,,,164th Ave,2023-11-02T20:37:38Z,Flood Watch,,,,55.3,2019-10-11,-73.8300447,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,114.11
